FID,OBJECTID,ID,Inentario_Movimiento,F35DOV_TIP,Tipo_Movimiento,Subtipo_Movimiento,Subtipo_nombre,Etiqueta,Representación_mapa,ESRI_OID,x,y
1743,-7.58397098089E+56,12027,34931,72,Reptación,8,Reptacion de suelos,Reptación,lr,6349,-8172587.51752819,565736.884012299
1744,-7.58397098089E+56,12028,34932,67,Caida,20,Caida de detritos,Caida,cd,6350,-8171540.49582365,567294.678831957
1745,-7.58397098089E+56,12029,34933,72,Reptación,8,Reptacion de suelos,Reptación,lr,6351,-8174145.9903993,566501.186472115
1746,-7.58397098089E+56,12030,34934,72,Reptación,8,Reptacion de suelos,Reptación,lr,6352,-8173399.5313199,565983.993083822
1747,-7.58397098089E+56,12035,34935,72,Reptación,8,Reptacion de suelos,Reptación,lr,6356,-8173132.98303308,565039.64358706
1748,-7.58397098089E+56,12031,34936,72,Reptación,8,Reptacion de suelos,Reptación,lr,6353,-8171173.45074958,564082.889219751
1749,-7.58397098089E+56,12032,34937,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,6354,-8170717.35008287,563242.557692847
1750,-7.58397098086E+56,7098,1255,71,Flujo,6,Flujo de lodo,Flujo,fl,3129,-8136733.9832854,791610.913528416
1751,-7.58397098089E+56,12034,34938,67,Caida,23,Caida de Tierras,Caida,ct,6355,-8170561.19355021,562805.477275317
1752,-7.58397098086E+56,7099,1373,72,Reptación,9,Solifluxion,Reptación,ls,3130,-8141337.35347526,800572.533146259
1753,-7.58397098086E+56,7100,1372,72,Reptación,9,Solifluxion,Reptación,ls,3131,-8141094.92433723,801330.807197304
1754,-7.58397098086E+56,7101,1262,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,3132,-8135871.25723176,790355.470188221
1755,-7.58397098086E+56,7102,1258,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,3133,-8136202.43271687,790531.523380855
1756,-7.58397098086E+56,7103,1256,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,3134,-8137634.12504442,790932.241210855
1757,-7.58397098086E+56,7104,1377,71,Flujo,17,Flujo de tierra,Flujo,ft,3135,-8140747.36017405,797861.164138462
1758,-7.58397098086E+56,7105,1376,71,Flujo,17,Flujo de tierra,Flujo,ft,3136,-8140810.75039016,798404.984650657
1759,-7.58397098086E+56,7106,1375,71,Flujo,6,Flujo de lodo,Flujo,fl,3137,-8140933.20183004,798630.305644869
1760,-7.58397098086E+56,7108,1268,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,3138,-8136905.91000505,789904.278376907
1761,-7.58397098086E+56,7109,1265,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,3139,-8136037.30884263,789116.57169295
1762,-7.58397098086E+56,7110,1383,72,Reptación,9,Solifluxion,Reptación,ls,3140,-8140518.22748129,798004.520306374
1763,-7.58397098086E+56,7111,1382,72,Reptación,9,Solifluxion,Reptación,ls,3141,-8140337.02417452,798030.69839056
1764,-7.58397098086E+56,7113,1378,71,Flujo,17,Flujo de tierra,Flujo,ft,3143,-8140019.76362576,797892.016839722
1765,-7.58397098089E+56,12037,34939,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,6357,-8168550.63987053,603591.297234943
1766,-7.58397098089E+56,12039,34940,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,6358,-8170772.70058272,589672.579230889
1767,-7.58397098089E+56,12040,34941,72,Reptación,8,Reptacion de suelos,Reptación,lr,6359,-8170193.52998505,592459.761217067
1768,-7.58397098089E+56,12041,34942,72,Reptación,8,Reptacion de suelos,Reptación,lr,6360,-8169080.95356821,590928.116996631
1769,-7.58397098089E+56,12042,34943,72,Reptación,8,Reptacion de suelos,Reptación,lr,6361,-8169682.07881849,589552.088523465
1770,-7.58397098086E+56,7112,1381,71,Flujo,17,Flujo de tierra,Flujo,ft,3142,-8140174.37404201,798116.400680345
1771,-7.58397098089E+56,12043,34944,72,Reptación,8,Reptacion de suelos,Reptación,lr,6362,-8169447.68939673,588390.357893791
1772,-7.58397098086E+56,7117,152,71,Flujo,6,Flujo de lodo,Flujo,fl,3144,-8403381.27019512,565493.811455809
1773,-7.58397098086E+56,7118,1417,71,Flujo,17,Flujo de tierra,Flujo,ft,3145,-8139944.62296947,797130.988998961
1774,-7.58397098089E+56,12044,34945,67,Caida,23,Caida de Tierras,Caida,ct,6363,-8171707.78430539,586746.081254273
1775,-7.58397098086E+56,7120,1415,72,Reptación,9,Solifluxion,Reptación,ls,3146,-8141449.90983691,798790.804682906
1776,-7.58397098089E+56,12045,34946,67,Caida,20,Caida de detritos,Caida,cd,6364,-8171997.21498145,585881.881239392
1777,-7.58397098086E+56,7121,1429,71,Flujo,17,Flujo de tierra,Flujo,ft,3147,-8140045.11964542,797334.177961782
1778,-7.58397098089E+56,12046,34947,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,6365,-8176561.62334951,591995.792404177
1779,-7.58397098089E+56,12048,34948,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,6366,-8180635.60746701,596394.305421868
1780,-7.58397098088E+56,2051,30732,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2784,-8359326.68156727,700827.219657534
1781,-7.58397098086E+56,6959,1311,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,3076,-8128368.94204338,817716.722816981
1782,-7.58397098086E+56,6961,1199,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,3077,-8096714.93559077,746884.307386907
1783,-7.58397098089E+56,12050,34949,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,6367,-8180546.55187437,596087.76991789
1784,-7.58397098089E+56,12051,34950,72,Reptación,8,Reptacion de suelos,Reptación,lr,6368,-8180290.82629109,596042.115854189
1785,-7.58397098089E+56,12053,34951,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,6369,-8182984.75796829,595288.361692485
1786,-7.58397098089E+56,12054,34952,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,6370,-8183296.45254251,595478.429935645
1787,-7.58397098087E+56,6966,16554,71,Flujo,16,Avalancha de detritos,Avalancha,ar,3078,-8587060.72552324,181100.628413888
1788,-7.58397098089E+56,12055,34953,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,6371,-8184387.07430674,594835.55417775
1789,-7.58397098089E+56,12057,34954,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,6372,-8170269.28913242,607841.148956135
1790,-7.58397098089E+56,12058,34955,72,Reptación,8,Reptacion de suelos,Reptación,lr,6373,-8163321.09754497,605362.39863011
1791,-7.58397098089E+56,12059,34956,72,Reptación,8,Reptacion de suelos,Reptación,lr,6374,-8163381.39563959,604675.633139701
1792,-7.58397098087E+56,6971,16306,67,Caida,15,Caida de roca,Caida,cr,3079,-8629830.40536639,109533.266931787
1793,-7.58397098089E+56,12060,34957,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,6375,-8163565.38204494,602753.286077128
1794,-7.58397098089E+56,12062,34958,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,6376,-8163447.87808852,602514.12245907
1795,-7.58397098089E+56,12063,34959,72,Reptación,8,Reptacion de suelos,Reptación,lr,6377,-8184175.56727423,593672.80289038
1796,-7.58397098089E+56,12065,34960,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,6378,-8186636.03726631,591782.44236924
1797,-7.58397098089E+56,12068,34961,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,6379,-8186390.51589547,590824.083252821
1798,-7.58397098089E+56,12069,34963,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,6380,-8185210.83853861,592811.932402828
1799,-7.58397098089E+56,12070,34964,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,6381,-8185121.47370043,591896.415386304
1800,-7.58397098089E+56,12071,34965,67,Caida,20,Caida de detritos,Caida,cd,6382,-8185655.80725623,591503.877074305
1801,-7.58397098089E+56,12073,34966,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,6383,-8182584.00780143,590851.101009689
1802,-7.58397098089E+56,12074,34967,72,Reptación,8,Reptacion de suelos,Reptación,lr,6384,-8185121.47370043,591896.415386304
1803,-7.58397098089E+56,12075,34968,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,6385,-8182527.72956494,588168.013487002
1804,-7.58397098089E+56,12077,34969,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,6386,-8176550.49140044,581868.75463984
1805,-7.58397098086E+56,6987,1314,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,3080,-8233237.77747941,644130.412094073
1806,-7.58397098088E+56,4568,24875,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,1393,-8132352.63369737,786914.9201079
1807,-7.58397098088E+56,4570,24830,67,Caida,15,Caida de roca,Caida,cr,1394,-8144876.07641162,921575.833387275
1808,-7.58397098088E+56,4571,24847,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,1395,-8201432.56208891,671597.406724346
1809,-7.58397098088E+56,4573,24843,72,Reptación,8,Reptacion de suelos,Reptación,lr,1396,-8201927.31544317,671255.377464231
1810,-7.58397098088E+56,4574,24842,72,Reptación,8,Reptacion de suelos,Reptación,lr,1397,-8201494.40629994,671441.938711594
1811,-7.58397098088E+56,4575,24841,71,Flujo,17,Flujo de tierra,Flujo,ft,1398,-8201370.7179892,671286.470984374
1812,-7.58397098088E+56,4576,24840,72,Reptación,8,Reptacion de suelos,Reptación,lr,1399,-8201587.17250516,669762.908406507
1813,-7.58397098088E+56,4577,26298,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,1400,-8621818.25024977,161863.542325974
1814,-7.58397098088E+56,4581,24879,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,1403,-8264111.61987115,1102126.66063584
1815,-7.58397098088E+56,4583,28020,71,Flujo,17,Flujo de tierra,Flujo,ft,1404,-8162841.80535479,690163.183527576
1816,-7.58397098088E+56,4584,28018,72,Reptación,8,Reptacion de suelos,Reptación,lr,1405,-8173107.93614765,676541.500567504
1817,-7.58397098088E+56,4585,28017,72,Reptación,8,Reptacion de suelos,Reptación,lr,1406,-8174901.41682029,675422.047738492
1818,-7.58397098088E+56,4578,26297,67,Caida,15,Caida de roca,Caida,cr,1401,-8622622.22432521,164647.44131966
1819,-7.58397098088E+56,4579,24880,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,1402,-8264760.98353034,1102032.50603371
1820,-7.58397098088E+56,4586,28016,71,Flujo,17,Flujo de tierra,Flujo,ft,1407,-8183745.13187273,675048.9014409
1821,-7.58397098088E+56,4587,24898,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,1408,-8398158.83996051,1157877.18177517
1822,-7.58397098088E+56,4588,24876,67,Caida,15,Caida de roca,Caida,cr,1409,-8126137.2953872,824037.235276591
1823,-7.58397098088E+56,4590,28019,69,Deslizamiento,82,Deslizamiento traslacional planar,Deslizamiento,dtp,1410,-8167232.74077549,681921.383636515
1824,-7.58397098088E+56,4602,24877,72,Reptación,8,Reptacion de suelos,Reptación,lr,1411,-8126137.2953872,824037.235276591
1825,-7.58397098088E+56,4395,26010,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,1379,-8579300.38923237,167586.03541383
1826,-7.58397098088E+56,3642,26305,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2624,-8615602.91205092,156048.385515773
1827,-7.58397098088E+56,3643,26266,67,Caida,20,Caida de detritos,Caida,cd,2625,-8629796.14712706,137737.652297772
1828,-7.58397098088E+56,3644,26283,71,Flujo,5,Flujo de detritos,Flujo,fd,2626,-8623209.74388469,129386.859272816
1829,-7.58397098088E+56,3645,26282,67,Caida,20,Caida de detritos,Caida,cd,2627,-8623488.04261167,133995.231542296
1830,-7.58397098088E+56,3646,26281,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2628,-8624601.2375196,133160.152256481
1831,-7.58397098088E+56,3647,26275,71,Flujo,5,Flujo de detritos,Flujo,fd,2629,-8633692.32930482,133500.369516464
1832,-7.58397098088E+56,3648,26274,67,Caida,20,Caida de detritos,Caida,cd,2630,-8633135.73185086,135820.042450761
1833,-7.58397098088E+56,3649,26273,67,Caida,20,Caida de detritos,Caida,cd,2631,-8630105.36795956,139500.627265447
1834,-7.58397098088E+56,3650,26271,71,Flujo,5,Flujo de detritos,Flujo,fd,2632,-8631775.16032146,141078.034809006
1835,-7.58397098088E+56,3651,26270,71,Flujo,5,Flujo de detritos,Flujo,fd,2633,-8631589.62779969,142902.889698325
1836,-7.58397098088E+56,3652,26269,67,Caida,20,Caida de detritos,Caida,cd,2634,-8631218.56286749,145067.986999921
1837,-7.58397098088E+56,3653,26268,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2635,-8631280.4069672,145562.868657214
1838,-7.58397098088E+56,3654,26267,67,Caida,20,Caida de detritos,Caida,cd,2636,-8630167.21205927,139098.544240029
1839,-7.58397098088E+56,3655,26265,71,Flujo,5,Flujo de detritos,Flujo,fd,2637,-8629208.62756758,136191.191748018
1840,-7.58397098088E+56,3656,26264,71,Flujo,5,Flujo de detritos,Flujo,fd,2638,-8628806.64052986,135263.319311012
1841,-7.58397098088E+56,3657,26263,67,Caida,20,Caida de detritos,Caida,cd,2639,-8628744.79631883,134892.171160996
1842,-7.58397098088E+56,3660,26306,67,Caida,20,Caida de detritos,Caida,cd,2642,-8615664.75615063,159141.537506036
1843,-7.58397098088E+56,3661,26304,67,Caida,20,Caida de detritos,Caida,cd,2643,-8614273.26251571,153233.649008048
1844,-7.58397098088E+56,3662,26302,67,Caida,20,Caida de detritos,Caida,cd,2644,-8614335.10672673,152707.822464453
1845,-7.58397098088E+56,3663,26301,67,Caida,20,Caida de detritos,Caida,cd,2645,-8615046.31459695,151130.348934262
1846,-7.58397098088E+56,3664,26300,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2646,-8616314.11992113,148532.177439024
1847,-7.58397098088E+56,3658,26262,71,Flujo,5,Flujo de detritos,Flujo,fd,2640,-8629486.92629457,138201.592070706
1848,-7.58397098088E+56,3659,26307,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2641,-8615084.789062,159240.125584535
1849,-7.58397098088E+56,3665,26296,67,Caida,20,Caida de detritos,Caida,cd,2647,-8637627.78577818,193866.547923458
1850,-7.58397098088E+56,3666,26295,67,Caida,20,Caida de detritos,Caida,cd,2648,-8626920.39354069,179155.167898835
1851,-7.58397098088E+56,3667,26294,67,Caida,20,Caida de detritos,Caida,cd,2649,-8628311.8871756,181444.316154276
1852,-7.58397098088E+56,3668,26293,67,Caida,20,Caida de detritos,Caida,cd,2650,-8628002.66645442,180980.297799104
1853,-7.58397098088E+56,3669,26292,67,Caida,20,Caida de detritos,Caida,cd,2651,-8629579.69249979,183114.790467312
1854,-7.58397098088E+56,3670,26291,67,Caida,23,Caida de Tierras,Caida,ct,2652,-8629456.00418905,189332.778427406
1855,-7.58397098088E+56,3671,26290,67,Caida,20,Caida de detritos,Caida,cd,2653,-8625436.13370055,185311.173944961
1856,-7.58397098088E+56,3672,26289,67,Caida,20,Caida de detritos,Caida,cd,2654,-8632733.74481314,185311.173944961
1857,-7.58397098088E+56,3673,26288,71,Flujo,5,Flujo de detritos,Flujo,fd,2655,-8637627.78577818,193866.547923458
1858,-7.58397098088E+56,3674,26287,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2656,-8635949.64122621,183114.790467312
1859,-7.58397098088E+56,3675,26286,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2657,-8636042.40743143,183083.855619299
1860,-7.58397098088E+56,3676,26285,67,Caida,20,Caida de detritos,Caida,cd,2658,-8635980.5632204,183176.660176258
1861,-7.58397098088E+56,4546,24853,72,Reptación,8,Reptacion de suelos,Reptación,lr,1380,-8124467.50302531,822322.336682781
1862,-7.58397098088E+56,4547,24852,72,Reptación,8,Reptacion de suelos,Reptación,lr,1381,-8124312.89260906,822322.336682781
1863,-7.58397098088E+56,4548,24851,72,Reptación,8,Reptacion de suelos,Reptación,lr,1382,-8124374.73682008,822322.336682781
1864,-7.58397098088E+56,4549,24850,72,Reptación,8,Reptacion de suelos,Reptación,lr,1383,-8124436.58103111,822291.157229407
1865,-7.58397098088E+56,11756,24747,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,6126,-8488049.32877608,399124.151667325
1866,-7.58397098088E+56,4243,27984,71,Flujo,5,Flujo de detritos,Flujo,fd,1848,-8217140.9791107,470472.612920864
1867,-7.58397098088E+56,4558,28008,72,Reptación,8,Reptacion de suelos,Reptación,lr,1384,-8193361.8990064,665036.996838941
1868,-7.58397098088E+56,4559,28007,72,Reptación,8,Reptacion de suelos,Reptación,lr,1385,-8194011.26277691,663793.396502765
1869,-7.58397098088E+56,4560,28006,72,Reptación,8,Reptacion de suelos,Reptación,lr,1386,-8197072.54877372,659378.818056028
1870,-7.58397098088E+56,4561,28005,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,1387,-8200133.83477054,656425.578702126
1871,-7.58397098088E+56,4562,26272,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,1388,-8630538.27699147,139871.781190851
1872,-7.58397098088E+56,11527,24803,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5972,-8579393.15543759,432962.966171913
1873,-7.58397098088E+56,11526,24401,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5971,-8376111.39642913,494815.992594982
1874,-7.58397098088E+56,4264,27986,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,1849,-8307742.67579649,544766.083553861
1875,-7.58397098088E+56,11758,24748,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,6128,-8488049.32877608,399124.151667325
1876,-7.58397098088E+56,11505,19986,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5957,-8403570.20419524,587700.036427297
1877,-7.58397098088E+56,11490,20086,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5954,-8597606.26100223,228779.674092545
1878,-7.58397098088E+56,4564,28014,72,Reptación,8,Reptacion de suelos,Reptación,lr,1389,-8188197.91150445,671908.344166498
1879,-7.58397098088E+56,4565,28012,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,1390,-8189589.40513937,671659.594130307
1880,-7.58397098088E+56,4566,28011,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,1391,-8191846.71706075,669992.994945491
1881,-7.58397098088E+56,4567,28010,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,1392,-8192774.37944692,666715.897278857
1882,-7.58397098088E+56,2586,30734,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2134,-8358398.91932752,706613.840430724
1883,-7.58397098088E+56,2587,30733,67,Caida,23,Caida de Tierras,Caida,ct,2135,-8358169.81568914,701631.407319566
1884,-7.58397098088E+56,2588,30729,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2136,-8365175.76940189,697764.330344056
1885,-7.58397098088E+56,2589,30728,67,Caida,20,Caida de detritos,Caida,cd,2137,-8364365.11537777,697071.477644496
1886,-7.58397098088E+56,2590,30879,72,Reptación,8,Reptacion de suelos,Reptación,lr,2138,-8474474.53536493,610963.013793022
1887,-7.58397098088E+56,2592,30837,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2139,-8456294.58875965,667069.154757645
1888,-7.58397098088E+56,2130,31067,67,Caida,20,Caida de detritos,Caida,cd,2841,-8403488.32247587,587314.639479155
1889,-7.58397098088E+56,2131,31066,71,Flujo,5,Flujo de detritos,Flujo,fd,2842,-8402255.34779585,589562.137699224
1890,-7.58397098088E+56,2132,31065,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2843,-8396925.03661819,588700.088755502
1891,-7.58397098088E+56,2134,31064,72,Reptación,8,Reptacion de suelos,Reptación,lr,2844,-8398892.49729847,588157.21918865
1892,-7.58397098088E+56,2136,31063,72,Reptación,8,Reptacion de suelos,Reptación,lr,2845,-8410578.37216399,588967.835916911
1893,-7.58397098088E+56,2137,31062,67,Caida,20,Caida de detritos,Caida,cd,2846,-8410831.06740809,592702.206400958
